Date,Player1,Player2,Sets_P1,Sets_P2,P1_G1,P2_G1,P1_G2,P2_G2,P1_G3,P2_G3,P1_G4,P2_G4,P1_G5,P2_G5,HomeWinner
1751136600,383509,380926,3,2,4,11,4,11,14,12,11,1,11,6,1
1751135700,1107118,959552,3,1,9,11,11,6,11,9,11,8,0,0,1
1751135400,833546,770453,0,3,7,11,6,11,8,11,0,0,0,0,0
1751135100,542191,343473,2,3,9,11,11,5,8,11,11,9,9,11,0
1751134800,1010717,853196,3,0,11,5,11,4,12,10,0,0,0,0,1
1751133900,997912,949902,1,3,8,11,11,9,8,11,8,11,0,0,0
1751133600,381284,902188,0,3,2,11,6,11,8,11,0,0,0,0,0
1751133600,776317,747673,1,3,9,11,11,6,4,11,7,11,0,0,0
1751132100,949902,1042284,1,3,6,11,12,10,8,11,10,12,0,0,0
1751131800,909920,718780,1,3,11,9,10,12,7,11,9,11,0,0,0
1751131800,770453,962341,3,2,7,11,13,11,13,15,11,7,11,8,1
1751131500,920393,343473,3,1,6,11,11,8,11,5,11,8,0,0,1
1751130300,997912,959552,3,0,11,9,11,8,11,5,0,0,0,0,1
1751130300,990071,542191,3,2,11,13,11,7,9,11,11,9,11,9,1
1751130000,833546,273429,0,3,9,11,6,11,7,11,0,0,0,0,0
1751129400,718780,909920,2,3,11,8,6,11,11,7,5,11,9,11,0
1751128500,343473,542191,1,3,11,6,6,11,10,12,9,11,0,0,0
1751128500,1107118,949902,1,3,3,11,11,7,5,11,4,11,0,0,0
1751128200,776317,770453,1,3,7,11,11,9,9,11,9,11,0,0,0
1751127600,902188,381284,0,3,11,13,8,11,9,11,0,0,0,0,0
1751127300,990071,920393,0,3,7,11,6,11,9,11,0,0,0,0,0
1751126700,997912,1042284,3,2,11,13,6,11,11,7,11,6,12,10,1
1751126400,770453,273429,3,2,9,11,9,11,11,5,11,8,15,13,1
1751125800,909920,381284,0,3,9,11,5,11,5,11,0,0,0,0,0
1751125800,542191,920393,2,3,8,11,8,11,11,6,11,3,8,11,0
1751125500,949902,959552,1,3,8,11,10,12,12,10,7,11,0,0,0
1751124600,833546,962341,1,3,8,11,13,15,11,5,6,11,0,0,0
1751124000,902188,718780,3,0,11,5,11,6,12,10,0,0,0,0,1
1751123400,990071,343473,3,0,11,7,11,8,13,11,0,0,0,0,1
1751123100,1107118,1042284,3,1,9,11,11,4,11,4,11,8,0,0,1
1751122800,273429,747673,3,2,9,11,11,5,11,6,10,12,11,8,1
1751122500,816200,383351,3,2,9,11,11,1,13,11,9,11,11,5,1
1751122200,381284,718780,1,3,11,13,8,11,12,10,10,12,0,0,0
1751121300,542191,512104,3,1,4,11,11,4,11,5,11,5,0,0,1
1751120400,902188,909920,3,1,11,7,11,1,7,11,12,10,0,0,1
1751119200,833546,747673,0,3,2,11,8,11,7,11,0,0,0,0,0
1751118600,636503,671655,2,3,7,11,7,11,11,5,11,3,7,11,0
1751118000,804365,707970,0,3,7,11,7,11,6,11,0,0,0,0,0
1751117100,542191,383351,1,3,3,11,11,9,7,11,9,11,0,0,0
1751116800,807871,755090,3,2,11,5,10,12,6,11,16,14,11,6,1
1751116200,820666,747620,2,3,11,9,2,11,11,8,11,13,12,14,0
1751115900,816200,512104,3,2,6,11,13,11,7,11,16,14,11,4,1
1751115000,807871,636503,1,3,11,3,9,11,5,11,6,11,0,0,0
1751114400,815950,750669,3,0,11,6,12,10,11,4,0,0,0,0,1
1751114100,383351,512104,3,0,11,6,17,15,13,11,0,0,0,0,1
1751113200,671655,755090,3,1,11,9,11,9,4,11,11,6,0,0,1
1751112300,816200,542191,3,2,5,11,6,11,11,6,11,4,11,7,1
1751112000,750669,815950,2,3,9,11,14,12,11,9,4,11,6,11,0
1751111400,636503,755090,3,0,11,8,11,7,11,7,0,0,0,0,1
1751110500,512104,542191,2,3,7,11,12,10,9,11,12,10,6,11,0
1751110500,314227,817602,3,0,11,8,11,7,11,7,0,0,0,0,1
1751110200,804365,747620,3,2,8,11,11,9,11,6,10,12,11,6,1
1751109600,671655,807871,3,1,7,11,11,8,11,4,11,6,0,0,1
1751108700,816200,383351,3,2,8,11,5,11,11,6,11,6,11,7,1
1751108700,896952,1019089,0,3,6,11,6,11,7,11,0,0,0,0,0
1751108400,707970,820666,3,0,12,10,12,10,12,10,0,0,0,0,1
1751107800,755090,807871,2,3,6,11,11,8,11,9,13,15,7,11,0
1751107200,695309,384003,2,3,11,9,12,14,9,11,11,8,10,12,0
1751106900,1019089,1025614,3,0,11,8,11,7,12,10,0,0,0,0,1
1751106600,815950,747620,1,3,6,11,11,4,8,11,6,11,0,0,0
1751106000,671655,636503,1,3,8,11,11,9,8,11,5,11,0,0,0
1751105400,512104,380105,3,1,9,11,11,5,11,2,11,5,0,0,1
1751105100,314227,896952,2,3,7,11,11,9,5,11,11,3,8,11,0
1751104800,820666,750669,1,3,11,6,7,11,6,11,8,11,0,0,0
1751104500,959873,636503,3,0,11,7,11,8,11,8,0,0,0,0,1
1751103300,896952,1019089,3,0,11,6,11,8,12,10,0,0,0,0,1
1751103000,707970,804365,1,3,11,9,4,11,10,12,3,11,0,0,0
1751102700,384003,695309,0,3,9,11,8,11,8,11,0,0,0,0,0
1751102700,954909,688282,2,3,6,11,11,7,11,8,9,11,8,11,0
1751101500,314227,817602,3,1,11,4,9,11,11,4,11,3,0,0,1
1751101200,820666,747620,3,1,11,8,9,11,11,3,11,9,0,0,1
1751100900,380105,512104,1,3,3,11,8,11,12,10,9,11,0,0,0
1751100600,959873,688282,1,3,8,11,9,11,11,5,8,11,0,0,0
1751099700,817602,1025614,3,1,11,5,11,8,4,11,11,8,0,0,1
1751099400,804365,815950,3,1,11,4,11,7,6,11,11,7,0,0,1
1751099100,695309,512104,3,2,7,11,11,4,11,2,8,11,11,5,1
1751098800,954909,636503,1,3,9,11,14,12,5,11,8,11,0,0,0
1751097900,314227,1019089,3,0,11,9,11,7,12,10,0,0,0,0,1
1751097600,707970,750669,3,1,9,11,11,2,11,5,11,7,0,0,1
1751097300,380105,384003,2,3,6,11,9,11,11,5,12,10,8,11,0
1751097000,688282,636503,0,3,13,15,8,11,3,11,0,0,0,0,0
1751096100,896952,817602,0,3,9,11,10,12,9,11,0,0,0,0,0
1751095800,820666,804365,0,3,8,11,7,11,7,11,0,0,0,0,0
1751095500,512104,384003,2,3,6,11,14,16,11,5,11,9,6,11,0
1751095200,954909,959873,0,3,3,11,2,11,8,11,0,0,0,0,0
1751094300,314227,1025614,3,0,12,10,11,9,12,10,0,0,0,0,1
1751094000,804365,750669,3,1,11,9,5,11,11,8,12,10,0,0,1
1751093700,380105,695309,3,2,4,11,11,7,13,15,11,8,11,7,1
1751093400,636503,959873,1,3,6,11,6,11,11,7,9,11,0,0,0
1751092500,817602,1019089,3,1,11,9,11,8,9,11,11,6,0,0,1
1751092200,707970,815950,3,2,12,10,11,13,11,9,9,11,11,9,1
1751091600,954909,688282,3,2,9,11,11,6,9,11,11,8,12,10,1
1751090700,896952,1025614,0,3,7,11,9,11,8,11,0,0,0,0,0
1751090400,750669,747620,0,3,4,11,3,11,12,14,0,0,0,0,0
1751088600,820666,815950,3,0,11,5,11,6,11,7,0,0,0,0,1
1751086800,707970,747620,3,2,8,11,11,9,11,4,6,11,11,9,1
1751077800,1071490,771955,1,3,10,12,11,4,11,13,9,11,0,0,0
1751076000,1073817,765290,2,3,11,8,8,11,11,8,11,13,13,15,0
1751074200,1073817,1071490,0,3,9,11,5,11,6,11,0,0,0,0,0
1751072400,765290,771955,2,3,9,11,11,8,8,11,11,9,5,11,0
1751070600,1071490,771955,3,1,11,9,11,5,10,12,11,4,0,0,1
1751068800,765290,1073817,1,3,11,9,5,11,15,17,7,11,0,0,0
1751067000,771955,1073817,3,0,11,4,11,8,13,11,0,0,0,0,1
1751066100,815545,938693,3,2,3,11,11,6,10,12,11,9,11,6,1
1751065200,765290,1071490,3,1,3,11,11,4,11,8,11,9,0,0,1
1751064300,1050239,997912,1,3,17,15,6,11,7,11,6,11,0,0,0
1751064000,804365,896952,2,3,11,7,3,11,8,11,11,7,9,11,0
1751064000,853196,629518,3,2,5,11,6,11,11,7,11,5,11,5,1
1751062200,380926,704817,3,2,11,6,12,14,5,11,13,11,11,6,1
1751062200,1025614,1019089,1,3,8,11,12,10,8,11,8,11,0,0,0
1751062200,304509,382065,1,3,8,11,11,4,7,11,8,11,0,0,0
1751061900,938693,997912,3,1,11,4,8,11,11,5,11,5,0,0,1
1751061600,659887,755083,3,1,11,3,12,10,9,11,11,7,0,0,1
1751060400,683491,375973,0,3,11,13,7,11,8,11,0,0,0,0,0
1751060400,817602,824882,3,1,7,11,14,12,11,8,11,9,0,0,1
1751059800,823582,977429,0,3,11,13,7,11,5,11,0,0,0,0,0
1751059500,853196,704817,2,3,8,11,11,3,11,9,9,11,4,11,0
1751058600,683491,304509,0,3,6,11,9,11,10,12,0,0,0,0,0
1751058300,1050239,747626,3,2,11,7,6,11,11,8,10,12,11,7,1
1751058000,977429,823582,0,3,6,11,8,11,6,11,0,0,0,0,0
1751058000,804365,1025614,3,2,7,11,12,14,11,9,11,2,11,6,1
1751057700,380926,629518,0,3,6,11,10,12,11,13,0,0,0,0,0
1751056800,375973,382065,2,3,11,13,11,9,10,12,13,11,6,11,0
1751056800,755083,659887,1,3,9,11,6,11,11,6,4,11,0,0,0
1751056500,997912,996462,3,0,12,10,15,13,11,4,0,0,0,0,1
1751056200,896952,824882,3,1,8,11,12,10,11,5,12,10,0,0,1
1751055900,704817,629518,1,3,14,16,8,11,11,7,9,11,0,0,0
1751055600,823582,659887,2,3,8,11,11,5,9,11,11,7,5,11,0
1751055000,304509,382065,3,2,11,7,9,11,11,5,4,11,11,5,1
1751054700,747626,938693,2,3,6,11,8,11,11,8,11,4,7,11,0
1751054400,1019089,817602,3,0,11,6,11,1,11,9,0,0,0,0,1
1751054100,380926,853196,0,3,7,11,8,11,9,11,0,0,0,0,0
1751053800,755083,977429,3,1,11,5,9,11,11,3,11,4,0,0,1
1751053200,375973,683491,1,3,8,11,11,5,7,11,11,13,0,0,0
1751052900,1050239,815545,0,3,5,11,11,13,10,12,0,0,0,0,0
1751052600,1025614,824882,3,0,11,9,11,8,11,7,0,0,0,0,1
1751052600,659887,977429,3,1,12,10,8,11,11,8,11,9,0,0,1
1751052300,629518,853196,1,3,7,11,1,11,12,10,9,11,0,0,0
1751051400,382065,683491,3,1,11,7,11,6,9,11,11,4,0,0,1
1751051400,755083,823582,3,2,8,11,11,8,11,13,11,9,12,10,1
1751051100,747626,996462,0,3,6,11,6,11,6,11,0,0,0,0,0
1751050800,817602,804365,0,3,5,11,8,11,4,11,0,0,0,0,0
1751050500,380926,704817,3,1,4,11,11,9,11,7,11,5,0,0,1
1751049600,375973,304509,3,0,11,7,11,8,12,10,0,0,0,0,1
1751049600,380030,748211,3,0,12,10,11,4,12,10,0,0,0,0,1
1751049300,815545,997912,3,2,11,8,7,11,7,11,11,4,11,6,1
1751049000,1019089,896952,3,2,10,12,11,7,10,12,12,10,11,9,1
1751048100,774427,671137,3,1,11,13,11,6,11,6,11,7,0,0,1
1751047800,381285,718780,1,3,3,11,11,6,9,11,9,11,0,0,0
1751047500,1050239,938693,3,2,5,11,4,11,11,3,11,8,11,9,1
1751047500,383509,384003,3,2,11,8,13,11,9,11,6,11,11,4,1
1751047200,817602,824882,3,1,13,11,11,6,7,11,11,7,0,0,1
1751046300,808048,799626,3,2,3,11,11,8,12,10,10,12,11,5,1
1751045700,487919,380282,3,2,7,11,11,9,8,11,12,10,11,8,1
1751045700,747626,815545,0,3,8,11,8,11,6,11,0,0,0,0,0
1751045400,896952,1025614,3,2,7,11,11,7,11,8,6,11,11,9,1
1751045100,718780,380030,0,3,6,11,8,11,11,13,0,0,0,0,0
1751044200,799626,808048,2,3,3,11,2,11,11,7,11,6,10,12,0
1751043900,815545,938693,2,3,11,9,11,3,9,11,9,11,8,11,0
1751043600,1019089,804365,1,3,15,13,5,11,6,11,6,11,0,0,0
1751043300,381285,748211,1,3,9,11,5,11,11,8,7,11,0,0,0
1751043000,487919,384003,1,3,7,11,11,6,6,11,9,11,0,0,0
1751042400,774427,671137,3,0,11,8,11,4,11,9,0,0,0,0,1
1751042100,938693,996462,3,0,13,11,11,9,11,7,0,0,0,0,1
1751041800,817602,896952,2,3,8,11,11,6,11,8,6,11,8,11,0
1751041500,380030,748211,3,2,4,11,12,10,12,10,5,11,14,12,1
1751041200,383509,380282,3,0,11,8,11,8,11,9,0,0,0,0,1
1751040600,808048,671137,2,3,5,11,13,11,11,13,12,10,9,11,0
1751040300,1050239,997912,3,1,11,9,11,7,7,11,11,8,0,0,1
1751040000,896952,804365,2,3,11,9,11,8,9,11,8,11,11,13,0
1751039700,381285,718780,3,2,12,10,6,11,11,5,10,12,12,10,1
1751039400,384003,380282,3,1,11,8,10,12,11,7,11,6,0,0,1
1751038800,774427,799626,3,0,12,10,11,6,11,2,0,0,0,0,1
1751038500,747626,997912,1,3,10,12,11,5,8,11,10,12,0,0,0
1751038200,804365,824882,3,1,11,7,12,10,8,11,11,4,0,0,1
1751037900,748211,718780,3,1,11,7,11,8,9,11,11,7,0,0,1
1751037600,383509,487919,3,2,11,5,9,11,9,11,11,9,11,2,1
1751037000,671137,799626,3,2,4,11,11,6,14,12,8,11,11,9,1
1751036700,1050239,996462,3,1,11,5,11,7,4,11,11,6,0,0,1
1751036400,1019089,1025614,2,3,11,9,9,11,11,9,7,11,7,11,0
1751036100,381285,380030,2,3,11,7,11,7,10,12,15,17,3,11,0
1751035800,380282,487919,0,3,8,11,5,11,9,11,0,0,0,0,0
1751035200,774427,808048,3,1,11,5,13,11,8,11,11,5,0,0,1
1751034900,1013489,747673,1,3,9,11,12,10,8,11,7,11,0,0,0
1751034600,817602,1025614,0,3,8,11,7,11,5,11,0,0,0,0,0
1751034300,902188,381284,2,3,11,9,11,9,10,12,11,13,8,11,0
1751034000,383509,384003,3,2,12,10,12,14,11,5,2,11,11,7,1
1751034000,629518,990071,3,1,8,11,11,4,15,13,13,11,0,0,1
1751033100,833546,314251,3,1,10,12,13,11,11,5,11,5,0,0,1
1751032800,1019089,824882,0,3,9,11,13,15,8,11,0,0,0,0,0
1751032500,1142552,769162,1,3,7,11,15,13,6,11,8,11,0,0,0
1751032200,343473,677781,3,1,4,11,11,2,11,9,11,8,0,0,1
1751032200,1109527,727486,3,1,11,9,11,9,6,11,11,7,0,0,1
1751031300,765295,770453,2,3,11,8,12,10,8,11,8,11,7,11,0
1751031000,707970,748305,1,3,14,16,9,11,11,9,7,11,0,0,0
1751030700,381284,902188,0,3,6,11,8,11,6,11,0,0,0,0,0
1751030400,1000354,482831,2,3,6,11,8,11,11,7,11,5,10,12,0
1751029800,629518,990071,3,1,11,7,13,11,16,18,11,9,0,0,1
1751029500,833546,747673,0,3,6,11,8,11,9,11,0,0,0,0,0
1751029200,783710,747620,3,2,10,12,12,10,3,11,11,8,11,6,1
1751028900,1142552,769162,3,0,12,10,11,8,11,8,0,0,0,0,1
1751028600,1109527,482831,3,1,5,11,11,8,11,3,11,6,0,0,1
1751028000,677781,343473,0,3,8,11,7,11,9,11,0,0,0,0,0
1751027700,770453,765295,2,3,4,11,4,11,11,7,11,4,11,13,0
1751027400,750669,815950,2,3,8,11,11,8,9,11,11,9,10,12,0
1751027100,902188,769162,3,2,9,11,8,11,11,8,11,9,11,7,1
1751026800,1000354,727486,1,3,11,13,15,13,7,11,7,11,0,0,0
1751026200,990071,343473,3,2,11,13,13,11,5,11,14,12,11,6,1
1751025900,1013489,314251,3,2,4,11,8,11,11,8,11,7,12,10,1
1751025600,815950,747620,0,3,7,11,6,11,8,11,0,0,0,0,0
1751025300,1142552,381284,0,3,9,11,8,11,9,11,0,0,0,0,0
1751025000,482831,727486,1,3,8,11,11,9,9,11,9,11,0,0,0
1751024400,677781,629518,3,2,11,9,8,11,11,9,9,11,11,5,1
1751024100,747673,765295,3,1,11,5,6,11,11,5,11,6,0,0,1
1751023800,707970,783710,3,1,6,11,11,7,11,7,11,7,0,0,1
1751023500,769162,381284,2,3,6,11,11,7,11,9,10,12,9,11,0
1751023200,1000354,1109527,2,3,3,11,11,9,6,11,11,5,7,11,0
1751022600,343473,629518,1,3,14,12,9,11,9,11,5,11,0,0,0
1751022300,314251,833546,1,3,11,6,4,11,8,11,9,11,0,0,0
1751022000,748305,750669,3,1,11,7,7,11,11,9,11,7,0,0,1
1751021700,1142552,902188,2,3,3,11,11,3,11,9,7,11,4,11,0
1751021400,727486,1109527,2,3,3,11,11,6,8,11,11,9,7,11,0
1751020800,1090145,343473,3,0,11,7,11,5,11,8,0,0,0,0,1
1751020800,677781,990071,2,3,17,15,11,5,10,12,8,11,5,11,0
1751020500,1013489,770453,3,0,11,8,11,8,11,7,0,0,0,0,1
1751020200,747620,783710,3,1,4,11,12,10,11,5,11,7,0,0,1
1751019600,1000354,482831,3,2,11,5,11,7,9,11,10,12,11,8,1
1751019000,853196,963141,3,0,11,8,11,4,11,8,0,0,0,0,1
1751018700,314251,765295,3,0,11,5,13,11,11,9,0,0,0,0,1
1751018400,750669,815950,3,1,9,11,11,8,11,9,12,10,0,0,1
1751018100,909920,991644,3,1,11,7,13,15,12,10,11,8,0,0,1
1751016900,770453,747673,0,3,5,11,7,11,6,11,0,0,0,0,0
1751016600,748305,707970,0,3,7,11,6,11,9,11,0,0,0,0,0
1751016300,700524,769162,2,3,11,9,11,9,6,11,9,11,11,13,0
1751016300,343473,853196,3,2,9,11,8,11,11,8,14,12,11,5,1
1751015100,1013489,833546,3,2,10,12,3,11,11,9,11,9,12,10,1
1751014800,750669,783710,0,3,9,11,10,12,8,11,0,0,0,0,0
1751014500,1090145,963141,3,1,14,12,14,12,8,11,12,10,0,0,1
1751014200,991644,700524,3,1,9,11,11,2,11,6,17,15,0,0,1
1751013300,314251,770453,3,2,5,11,11,7,11,7,9,11,11,4,1
1751013000,707970,747620,3,0,11,8,11,2,14,12,0,0,0,0,1
1751012700,853196,963141,3,1,11,8,12,10,5,11,11,4,0,0,1
1751012400,909920,769162,3,2,11,8,10,12,8,11,11,5,11,8,1
1751011500,770453,833546,3,2,7,11,11,5,4,11,11,6,11,8,1
1751011200,748305,815950,3,1,11,8,12,10,7,11,11,8,0,0,1
1751010900,1090145,343473,3,1,11,5,7,11,12,10,11,1,0,0,1
1751010600,700524,769162,3,1,11,3,11,6,12,14,11,7,0,0,1
1751009700,1013489,747673,3,2,13,11,7,11,11,7,6,11,11,5,1
1751009400,750669,707970,0,3,6,11,9,11,8,11,0,0,0,0,0
1751009100,963141,343473,0,3,10,12,6,11,6,11,0,0,0,0,0
1751008800,909920,991644,3,1,7,11,13,11,11,9,13,11,0,0,1
1751007900,833546,765295,3,0,11,9,11,8,11,7,0,0,0,0,1
1751007600,707970,815950,3,1,11,6,11,6,6,11,11,5,0,0,1
1751007300,1090145,853196,3,0,11,9,11,8,12,10,0,0,0,0,1
1751007000,769162,991644,2,3,7,11,5,11,11,4,11,7,8,11,0
1751006100,314251,747673,0,3,7,11,5,11,10,12,0,0,0,0,0
1751005800,748305,747620,3,1,9,11,11,8,11,9,12,10,0,0,1
1751005200,909920,700524,2,3,11,5,15,13,3,11,4,11,9,11,0
1751004300,1013489,765295,3,1,14,12,8,11,11,7,11,8,0,0,1
1751004000,815950,783710,0,3,5,11,6,11,5,11,0,0,0,0,0
1751002200,750669,747620,3,2,4,11,11,6,9,11,11,6,11,7,1
1751000400,748305,783710,3,1,11,3,8,11,11,5,11,9,0,0,1
1750998600,771955,1073817,1,3,9,11,9,11,11,6,5,11,0,0,0
1750996800,943432,1023520,3,1,11,5,11,6,5,11,11,4,0,0,1
1750995000,1076948,1023520,0,3,3,11,4,11,6,11,0,0,0,0,0
1750993200,1154439,1056122,0,3,6,11,8,11,10,12,0,0,0,0,0
1750993200,771955,1073817,3,1,7,11,11,7,11,6,11,6,0,0,1
1750992900,753555,703798,3,2,8,11,6,11,11,9,11,7,11,9,1
1750991400,1073817,1076948,3,0,11,6,11,5,13,11,0,0,0,0,1
1750989600,771955,943432,1,3,5,11,16,18,11,6,7,11,0,0,0
1750989300,1154439,753555,3,2,4,11,17,15,11,7,6,11,11,9,1
1750989000,1056122,703798,3,1,12,14,12,10,11,4,11,8,0,0,1
1750987800,943432,1023520,3,1,11,7,8,11,13,11,11,6,0,0,1
1750987500,753555,703798,2,3,11,9,9,11,11,9,5,11,8,11,0
1750987200,1056122,1154439,1,3,11,13,11,8,6,11,9,11,0,0,0
1750986000,771955,1076948,3,0,11,4,13,11,12,10,0,0,0,0,1
1750985700,703798,1154439,1,3,6,11,8,11,11,6,6,11,0,0,0
1750985400,1056122,753555,2,3,7,11,4,11,11,6,11,7,7,11,0
1750984200,975511,1084385,3,2,11,3,12,10,9,11,10,12,11,3,1
1750984200,1073817,943432,3,2,11,13,11,7,7,11,11,7,14,12,1
1750983900,705237,1154708,3,2,10,12,11,3,7,11,11,5,11,6,1
1750982400,771955,1023520,3,2,7,11,11,8,14,12,4,11,13,11,1
1750981200,1084385,705237,3,2,6,11,11,5,10,12,11,8,11,7,1
1750980900,1027766,1102033,3,1,11,5,7,11,11,8,11,9,0,0,1
1750980900,975511,1154708,3,0,11,4,11,9,11,5,0,0,0,0,1
1750980600,943432,1076948,1,3,6,11,9,11,11,8,9,11,0,0,0
1750979400,705237,1154708,3,0,11,2,11,9,11,8,0,0,0,0,1
1750979100,1135014,938693,3,0,11,6,11,6,14,12,0,0,0,0,1
1750979100,975511,1084385,3,0,12,10,11,6,11,6,0,0,0,0,1
1750978800,1073817,1023520,3,2,12,10,7,11,11,7,9,11,11,8,1
1750977600,1154708,1084385,1,3,8,11,12,10,7,11,7,11,0,0,0
1750977300,975511,705237,3,0,11,8,11,4,11,4,0,0,0,0,1
1750977300,1139766,815545,3,0,11,8,11,5,11,6,0,0,0,0,1
1750977000,1142552,920400,3,2,7,11,7,11,11,7,11,6,12,10,1
1750977000,1013489,314251,2,3,14,12,11,8,6,11,9,11,10,12,0
1750976100,735031,757792,0,3,8,11,9,11,11,13,0,0,0,0,0
1750975500,938693,1027766,1,3,11,9,5,11,4,11,4,11,0,0,0
1750975200,832727,820053,1,3,11,5,8,11,8,11,9,11,0,0,0
1750975200,817959,684030,3,0,11,7,11,6,12,10,0,0,0,0,1
1750974900,755083,877899,1,3,9,11,14,12,10,12,9,11,0,0,0
1750974300,692983,807871,3,1,9,11,11,6,11,4,11,9,0,0,1
1750973700,815545,1102033,2,3,11,5,8,11,11,8,6,11,9,11,0
1750973400,962341,765295,3,0,11,8,12,10,11,8,0,0,0,0,1
1750973100,684030,920400,1,3,12,10,6,11,6,11,7,11,0,0,0
1750973100,977429,659887,1,3,9,11,9,11,11,5,10,12,0,0,0
1750972200,807871,757792,1,3,11,7,8,11,6,11,5,11,0,0,0
1750971900,1135014,1139766,3,0,15,13,11,7,12,10,0,0,0,0,1
1750971600,962341,832727,0,3,8,11,9,11,5,11,0,0,0,0,0
1750971300,817959,595340,2,3,10,12,12,10,6,11,13,11,6,11,0
1750971000,877899,659887,3,0,11,6,11,5,11,9,0,0,0,0,1
1750970400,692983,735031,1,3,7,11,7,11,12,10,3,11,0,0,0
1750970100,1027766,1102033,3,1,11,5,5,11,12,10,11,8,0,0,1
1750969800,820053,314251,2,3,11,9,9,11,11,9,9,11,6,11,0
1750969500,920400,595340,1,3,13,11,8,11,9,11,10,12,0,0,0
1750969200,755083,977429,3,2,9,11,14,12,4,11,11,7,17,15,1
1750968600,757792,735031,0,3,7,11,7,11,3,11,0,0,0,0,0
1750968300,1139766,938693,0,3,9,11,4,11,10,12,0,0,0,0,0
1750968000,765295,1013489,2,3,9,11,11,5,11,4,5,11,6,11,0
1750967700,817959,684030,2,3,9,11,10,12,11,7,11,9,9,11,0
1750967400,659887,977429,0,3,6,11,7,11,7,11,0,0,0,0,0
1750966800,692983,807871,3,2,6,11,6,11,12,10,11,6,11,9,1
1750966500,1135014,815545,3,1,5,11,11,9,11,8,11,6,0,0,1
1750966200,832727,314251,2,3,5,11,9,11,11,7,11,9,8,11,0
1750965900,595340,684030,3,2,11,5,9,11,8,11,11,3,12,10,1
1750965600,755083,877899,3,1,11,3,11,9,10,12,11,8,0,0,1
1750965000,735031,807871,3,1,11,3,6,11,11,9,11,8,0,0,1
1750964700,1139766,1102033,3,2,11,6,9,11,11,5,5,11,11,6,1
1750964400,1013489,962341,3,0,11,5,11,8,12,10,0,0,0,0,1
1750964100,817959,920400,3,2,5,11,11,2,11,7,9,11,11,6,1
1750963800,977429,877899,1,3,11,13,11,8,5,11,13,15,0,0,0
1750963200,692983,757792,1,3,7,11,16,14,7,11,9,11,0,0,0
1750962900,815545,1027766,0,3,8,11,9,11,9,11,0,0,0,0,0
1750962900,343473,677781,3,2,10,12,3,11,11,4,11,9,15,13,1
1750962600,765295,820053,2,3,11,9,8,11,9,11,14,12,8,11,0
1750962000,755083,659887,3,2,11,4,9,11,8,11,13,11,11,6,1
1750961400,909920,798334,3,1,11,8,11,9,9,11,11,8,0,0,1
1750961100,963141,380370,3,0,11,5,11,5,11,9,0,0,0,0,1
1750961100,1135014,938693,3,0,11,4,11,7,11,6,0,0,0,0,1
1750960800,1013489,314251,3,1,11,9,9,11,11,7,11,8,0,0,1
1750960500,671655,959873,3,1,15,13,8,11,11,9,11,8,0,0,1
1750959600,964747,381284,3,0,11,7,11,9,11,7,0,0,0,0,1
1750959300,1139766,815545,3,2,11,8,11,8,8,11,11,13,11,2,1
1750959000,820053,832727,0,3,7,11,6,11,9,11,0,0,0,0,0
1750958700,963141,343473,1,3,3,11,13,11,8,11,8,11,0,0,0
1750958700,907474,787184,1,3,9,11,4,11,11,4,10,12,0,0,0
1750957800,964747,909920,0,3,6,11,8,11,9,11,0,0,0,0,0
1750957500,815545,938693,1,3,6,11,11,8,8,11,7,11,0,0,0
1750957200,765295,962341,0,3,7,11,9,11,5,11,0,0,0,0,0
1750956900,677781,380370,3,0,11,5,11,7,11,6,0,0,0,0,1
1750956600,959873,671655,1,3,11,9,7,11,4,11,12,14,0,0,0
1750956000,381284,798334,0,3,7,11,2,11,6,11,0,0,0,0,0
1750955700,938693,1102033,1,3,11,6,8,11,8,11,9,11,0,0,0
1750955400,1013489,820053,3,1,11,2,17,15,11,13,11,8,0,0,1
1750955100,343473,380370,3,1,11,6,7,11,11,2,11,6,0,0,1
1750954800,787184,907474,2,3,11,3,6,11,7,11,11,5,6,11,0
1750954200,909920,798334,2,3,13,11,9,11,11,5,9,11,9,11,0
1750953900,1135014,1027766,0,3,8,11,9,11,4,11,0,0,0,0,0
1750953600,820053,962341,3,1,11,3,7,11,12,10,11,9,0,0,1
1750953300,677781,963141,3,2,11,8,12,14,4,11,11,4,11,9,1
1750953000,671655,907474,3,1,11,7,11,7,9,11,11,7,0,0,1
1750952400,381284,964747,1,3,6,11,8,11,11,7,8,11,0,0,0
1750952100,1139766,1027766,1,3,9,11,8,11,11,6,9,11,0,0,0
1750951800,962341,314251,3,2,10,12,16,14,11,5,9,11,11,7,1
1750951500,380370,963141,1,3,9,11,11,2,10,12,9,11,0,0,0
1750951200,787184,959873,1,3,5,11,2,11,11,7,9,11,0,0,0
1750950600,798334,964747,2,3,13,11,11,6,7,11,7,11,8,11,0
1750950300,1135014,1102033,1,3,5,11,7,11,12,10,9,11,0,0,0
1750950000,765295,832727,3,2,3,11,7,11,11,7,11,7,11,9,1
1750949700,677781,343473,1,3,8,11,7,11,11,5,2,11,0,0,0
1750949400,907474,959873,0,3,8,11,10,12,5,11,0,0,0,0,0
1750948800,381284,909920,0,3,8,11,6,11,9,11,0,0,0,0,0
1750948500,1019089,1025614,1,3,6,11,11,8,8,11,5,11,0,0,0
